time,frequency,confidence
8.050,196.610,0.937024
8.060,196.633,0.935118
8.070,196.821,0.830925
8.080,197.261,0.543940
8.090,243.161,0.600761
8.100,245.988,0.751232
8.110,246.873,0.851972
8.120,246.971,0.869487
8.130,247.444,0.881213
8.140,247.789,0.887857
8.150,247.423,0.891065
8.160,247.468,0.900689
8.170,247.204,0.896332
8.180,247.175,0.917240
8.190,247.182,0.917277
8.200,247.287,0.928965
8.210,247.356,0.929425
8.220,247.301,0.936161
8.230,247.391,0.927034
8.240,247.206,0.933274
8.250,247.318,0.928284
8.260,247.301,0.929034
8.270,247.447,0.930596
8.280,247.307,0.936134
8.290,247.609,0.939857
8.300,247.412,0.947044
8.310,247.433,0.942813
8.320,247.357,0.945869
8.330,247.318,0.940308
8.340,247.380,0.942203
8.350,247.364,0.934685
8.360,247.286,0.939582
8.370,247.437,0.937639
8.380,247.378,0.947568
8.390,247.668,0.944751
8.400,247.556,0.952367
8.410,247.670,0.946284
8.420,247.562,0.949485
8.430,247.610,0.942168
8.440,247.539,0.945312
8.450,247.571,0.935236
8.460,247.477,0.935768
8.470,247.517,0.931735
8.480,247.563,0.939843
8.490,247.576,0.940530
8.500,247.627,0.945743
8.510,247.582,0.946724
8.520,247.469,0.945084
8.530,247.404,0.944290
8.540,247.515,0.945389
8.550,247.982,0.938980
8.560,247.649,0.930827
8.570,248.019,0.892028
8.580,246.795,0.869622
8.590,247.173,0.819022
8.600,246.548,0.835396
8.610,247.143,0.815416
8.620,246.827,0.784634
8.630,247.801,0.647535
8.640,247.050,0.702624
8.650,248.100,0.635071
8.660,247.278,0.623953
8.670,294.356,0.638944
8.680,294.178,0.729711
8.690,294.339,0.773266
8.700,294.379,0.842519
8.710,294.214,0.857479
8.720,294.327,0.905136
8.730,294.478,0.893693
8.740,294.460,0.932818
8.750,294.476,0.924173
8.760,294.559,0.943436
8.770,294.596,0.936405
8.780,294.628,0.945350
8.790,294.765,0.950006
8.800,294.843,0.954028
8.810,294.895,0.962960
8.820,294.729,0.965840
8.830,294.973,0.970597
8.840,294.800,0.970806
8.850,294.945,0.974618
8.860,294.773,0.973065
8.870,294.742,0.976173
8.880,294.628,0.975210
8.890,294.810,0.976054
8.900,294.786,0.976003
8.910,294.762,0.976794
8.920,294.799,0.977650
8.930,294.720,0.977161
8.940,294.740,0.978608
8.950,294.697,0.979079
8.960,294.700,0.978012
8.970,294.759,0.977551
8.980,294.692,0.978434
8.990,294.599,0.979055
9.000,294.674,0.977470
9.010,294.553,0.979312
9.020,294.620,0.980239
9.030,296.183,0.877210
9.040,294.221,0.369094
9.050,244.872,0.587602
9.060,246.410,0.765972
9.070,246.425,0.865539
9.080,247.116,0.904246
9.090,247.822,0.934587
9.100,248.061,0.937236
9.110,248.133,0.935401
9.120,247.864,0.939274
9.130,247.859,0.935842
9.140,247.352,0.933889
9.150,247.541,0.936213
9.160,247.365,0.941376
9.170,247.509,0.942453
9.180,247.325,0.945934
9.190,247.405,0.943471
9.200,247.236,0.942360
9.210,247.282,0.937501
9.220,247.255,0.934413
9.230,247.312,0.935968
9.240,247.256,0.934327
9.250,247.405,0.943360
9.260,247.514,0.946905
9.270,247.554,0.948072
9.280,247.626,0.950108
9.290,247.539,0.946311
9.300,247.610,0.947502
9.310,247.496,0.940886
9.320,247.583,0.940240
9.330,247.424,0.933432
9.340,247.545,0.934834
9.350,247.510,0.935304
9.360,247.627,0.942285
9.370,247.559,0.944975
9.380,247.585,0.945881
9.390,247.479,0.946147
9.400,247.391,0.943351
9.410,247.412,0.942087
9.420,247.414,0.938427
9.430,247.407,0.934934
9.440,247.314,0.934903
9.450,247.423,0.938785
9.460,247.507,0.943401
9.470,247.584,0.947576
9.480,247.667,0.948223
9.490,247.687,0.948803
9.500,247.825,0.933612
9.510,247.580,0.931761
9.520,247.646,0.908175
9.530,247.206,0.844824
9.540,247.525,0.762987
9.550,247.131,0.594101
9.560,197.158,0.544800
9.570,197.910,0.612590
9.580,197.712,0.689576
9.590,197.848,0.728121
9.600,197.577,0.752246
9.610,197.622,0.776546
9.620,197.139,0.831023
9.630,196.764,0.817574
9.640,196.689,0.856549
9.650,196.666,0.840686
9.660,196.972,0.881856
9.670,197.067,0.879388
9.680,196.982,0.893444
9.690,196.649,0.890112
9.700,196.708,0.903349
9.710,196.721,0.897419
9.720,197.039,0.910957
9.730,196.701,0.919522
9.740,196.682,0.917133
9.750,196.491,0.923256
9.760,196.781,0.919667
9.770,196.717,0.926671
9.780,196.876,0.928306
9.790,196.568,0.935085
9.800,196.587,0.928868
9.810,196.515,0.927894
9.820,196.679,0.930228
9.830,196.675,0.935614
9.840,196.716,0.939337
9.850,196.523,0.937261
9.860,196.424,0.937649
9.870,196.559,0.934729
9.880,196.693,0.934887
9.890,196.728,0.937965
9.900,196.785,0.941715
9.910,196.584,0.941241
9.920,196.504,0.937851
9.930,196.632,0.936386
9.940,196.741,0.934027
9.950,196.860,0.939117
9.960,196.792,0.943005
9.970,196.590,0.941931
9.980,196.506,0.916108
9.990,196.162,0.786796
10.000,194.604,0.514928
