time,frequency,confidence
6.490,471.411,0.838448
6.500,517.114,0.536810
6.510,520.054,0.627329
6.520,522.609,0.659497
6.530,521.145,0.688480
6.540,522.423,0.781513
6.550,522.916,0.797468
6.560,524.867,0.762168
6.570,524.447,0.706907
6.580,523.520,0.718491
6.590,523.886,0.707754
6.600,523.235,0.742502
6.610,523.870,0.787758
6.620,522.701,0.792976
6.630,523.067,0.773304
6.640,523.613,0.782980
6.650,521.536,0.815890
6.660,523.517,0.846472
6.670,523.296,0.868930
6.680,524.089,0.898715
6.690,524.322,0.913814
6.700,524.659,0.921712
6.710,524.682,0.905118
6.720,523.971,0.923388
6.730,523.562,0.873220
6.740,519.906,0.556832
6.750,428.284,0.355365
6.760,421.511,0.628890
6.770,420.587,0.810329
6.780,419.411,0.861992
6.790,418.792,0.872751
6.800,418.018,0.897369
6.810,417.691,0.908731
6.820,416.572,0.914671
6.830,416.920,0.916789
6.840,416.432,0.906976
6.850,416.025,0.902567
6.860,415.646,0.920377
6.870,415.901,0.914912
6.880,415.922,0.922161
6.890,416.076,0.925188
6.900,415.978,0.928153
6.910,416.187,0.934098
6.920,415.978,0.943011
6.930,416.110,0.943157
6.940,415.842,0.943572
6.950,415.945,0.940377
6.960,415.997,0.943236
6.970,416.136,0.937687
6.980,415.899,0.926149
6.990,416.366,0.877489
7.000,415.489,0.782679
7.010,415.598,0.679215
7.020,352.825,0.541112
7.030,352.602,0.682238
7.040,351.740,0.724914
7.050,350.517,0.822773
7.060,349.596,0.875432
7.070,350.252,0.854427
7.080,349.211,0.896236
7.090,349.399,0.926496
7.100,349.735,0.939570
7.110,349.340,0.932500
7.120,349.392,0.944270
7.130,349.734,0.947832
7.140,349.177,0.944445
7.150,349.608,0.956419
7.160,349.725,0.954860
7.170,349.455,0.952935
7.180,349.542,0.962191
7.190,349.746,0.960370
7.200,349.249,0.957033
7.210,349.669,0.964903
7.220,349.806,0.965007
7.230,349.681,0.964755
7.240,349.913,0.944375
7.250,350.108,0.908700
7.260,349.967,0.827636
7.270,350.035,0.798363
7.280,349.778,0.701486
7.290,349.874,0.709702
7.300,174.850,0.639759
7.310,349.345,0.715456
7.320,349.681,0.712158
7.330,175.303,0.683111
7.340,349.809,0.733685
7.350,349.656,0.769710
7.360,175.220,0.694585
7.370,175.067,0.696095
7.380,175.268,0.744355
7.390,175.288,0.726327
7.400,175.181,0.705382
7.410,174.920,0.693492
7.420,349.493,0.672243
7.430,349.388,0.700169
7.440,175.000,0.738361
7.450,174.978,0.762854
7.460,175.101,0.778608
7.470,175.065,0.747615
7.480,175.052,0.733755
7.490,174.981,0.698407
7.500,175.033,0.641531
7.510,349.240,0.650765
7.520,346.267,0.394577
7.530,425.448,0.401135
7.540,422.918,0.667427
7.550,420.479,0.811212
7.560,418.857,0.869775
7.570,417.382,0.882498
7.580,417.158,0.876174
7.590,416.690,0.918961
7.600,416.677,0.914561
7.610,416.214,0.917761
7.620,415.938,0.925875
7.630,415.968,0.913645
7.640,415.768,0.909069
7.650,415.939,0.928838
7.660,415.953,0.929814
7.670,416.003,0.930651
7.680,416.117,0.939882
7.690,416.022,0.934598
7.700,415.969,0.935414
7.710,415.716,0.948976
7.720,415.776,0.944759
7.730,415.916,0.947400
7.740,415.869,0.950437
7.750,415.538,0.915082
7.760,416.039,0.874878
7.770,416.028,0.803005
7.780,415.412,0.731440
7.790,415.758,0.484556
7.800,352.584,0.424373
7.810,351.656,0.441693
7.820,350.975,0.584038
7.830,349.082,0.717988
7.840,350.304,0.820881
7.850,349.755,0.850412
7.860,349.540,0.918824
7.870,349.967,0.903509
7.880,349.353,0.899671
7.890,349.214,0.908081
7.900,349.773,0.939771
7.910,349.466,0.928377
7.920,349.713,0.952946
7.930,349.914,0.947316
7.940,349.219,0.942087
7.950,349.392,0.947382
7.960,349.792,0.959977
7.970,349.519,0.951128
7.980,349.687,0.964647
7.990,350.006,0.957297
8.000,349.497,0.935469
8.010,350.019,0.860984
8.020,349.902,0.821815
8.030,349.782,0.675059
8.040,349.830,0.747727
8.050,349.728,0.662569
8.060,348.613,0.563936
8.070,349.062,0.604938
8.080,349.242,0.698232
8.090,349.733,0.710835
8.100,349.838,0.765086
8.110,349.806,0.672278
8.120,349.443,0.692716
8.130,349.563,0.668741
8.140,349.430,0.677891
8.150,175.012,0.692232
8.160,175.045,0.666690
8.170,349.492,0.659511
8.180,174.828,0.643676
8.190,174.934,0.648447
8.200,174.858,0.655296
8.210,175.027,0.654175
8.220,174.972,0.677149
8.230,174.922,0.739498
8.240,174.878,0.734302
8.250,348.574,0.523321
8.260,347.057,0.604750
8.270,427.009,0.386016
8.280,422.559,0.688337
8.290,420.018,0.743847
8.300,418.316,0.846419
8.310,417.093,0.890802
8.320,417.211,0.897788
8.330,416.686,0.912174
8.340,416.551,0.924147
8.350,416.216,0.906172
8.360,416.006,0.917691
8.370,415.850,0.920978
8.380,415.781,0.929684
8.390,415.677,0.926129
8.400,416.336,0.935411
8.410,416.021,0.930957
8.420,416.123,0.930855
8.430,416.057,0.944320
8.440,415.885,0.942083
8.450,415.634,0.945267
8.460,415.590,0.946801
8.470,415.702,0.941538
8.480,415.789,0.946719
8.490,415.805,0.953360
8.500,415.866,0.950808
8.510,415.743,0.951310
8.520,415.914,0.952265
8.530,415.949,0.949388
8.540,415.930,0.951681
8.550,415.781,0.956375
8.560,415.823,0.953324
8.570,415.874,0.953902
8.580,415.793,0.953810
8.590,415.856,0.954755
8.600,415.756,0.954717
8.610,415.830,0.957624
8.620,415.953,0.957158
8.630,415.966,0.957599
8.640,415.846,0.957545
8.650,415.942,0.955454
8.660,415.893,0.953236
8.670,415.874,0.954603
8.680,415.849,0.956246
8.690,415.887,0.954953
8.700,415.853,0.956181
8.710,415.908,0.954630
8.720,415.857,0.952599
8.730,415.789,0.953728
8.740,415.775,0.956045
8.750,415.832,0.956419
8.760,415.851,0.956931
8.770,415.951,0.954815
8.780,415.909,0.954478
8.790,415.865,0.953919
8.800,415.840,0.957997
8.810,415.919,0.954934
8.820,415.892,0.955827
8.830,415.872,0.953635
8.840,415.870,0.955070
8.850,415.785,0.952374
8.860,415.908,0.956778
8.870,415.851,0.955238
8.880,415.945,0.954520
8.890,415.938,0.953677
8.900,415.961,0.953318
8.910,415.966,0.953274
8.920,415.875,0.955088
8.930,415.885,0.956273
8.940,415.967,0.956724
8.950,415.858,0.956222
8.960,415.937,0.955432
8.970,415.933,0.954282
8.980,415.813,0.952883
8.990,415.776,0.954959
9.000,415.993,0.957803
9.010,415.889,0.957287
9.020,416.033,0.956092
9.030,415.905,0.951458
9.040,415.858,0.950611
9.050,415.757,0.955814
9.060,415.896,0.954484
9.070,415.934,0.954255
9.080,415.901,0.951569
9.090,415.889,0.951111
9.100,415.830,0.951470
9.110,415.853,0.956628
9.120,415.930,0.954632
9.130,415.938,0.955284
9.140,415.940,0.953711
9.150,415.883,0.950496
9.160,415.888,0.950071
9.170,415.912,0.952070
9.180,415.830,0.952327
9.190,415.991,0.952152
9.200,415.938,0.952123
9.210,415.999,0.951552
9.220,416.028,0.951401
9.230,415.870,0.950655
9.240,415.728,0.950487
9.250,415.759,0.950470
9.260,415.849,0.950899
9.270,416.009,0.950928
9.280,415.932,0.952281
9.290,415.885,0.950929
9.300,415.849,0.952508
9.310,415.928,0.953562
9.320,416.007,0.953801
9.330,416.055,0.950538
9.340,415.880,0.947995
9.350,415.769,0.944915
9.360,415.875,0.951441
9.370,415.950,0.949530
9.380,415.964,0.949360
9.390,415.871,0.946696
9.400,415.897,0.945327
9.410,415.741,0.943942
9.420,415.954,0.947616
9.430,416.038,0.949684
9.440,415.993,0.948971
9.450,415.918,0.948230
9.460,415.816,0.943516
9.470,415.914,0.943443
9.480,415.836,0.943070
9.490,415.742,0.946057
9.500,415.985,0.944816
9.510,415.899,0.947777
9.520,416.084,0.947672
9.530,415.863,0.948911
9.540,415.854,0.944910
9.550,415.915,0.943264
9.560,415.923,0.945616
9.570,415.887,0.948462
9.580,415.964,0.948061
9.590,415.862,0.945493
9.600,415.820,0.938985
9.610,415.709,0.944057
9.620,416.003,0.944270
9.630,416.021,0.947945
9.640,415.923,0.942715
9.650,415.775,0.940474
9.660,415.654,0.937885
9.670,415.727,0.946219
9.680,415.856,0.944017
9.690,415.926,0.940174
9.700,416.000,0.942479
9.710,415.929,0.938646
9.720,415.912,0.939775
9.730,415.940,0.943519
9.740,415.864,0.942292
9.750,415.880,0.941156
9.760,415.836,0.941725
9.770,415.997,0.938924
9.780,415.926,0.941748
9.790,415.781,0.937364
9.800,415.742,0.938435
9.810,415.966,0.943010
9.820,416.189,0.947990
9.830,416.125,0.940543
9.840,415.906,0.936310
9.850,415.745,0.931208
9.860,415.711,0.938168
9.870,415.869,0.938153
9.880,415.976,0.939188
9.890,415.882,0.942325
9.900,415.946,0.939937
9.910,415.818,0.938645
9.920,415.887,0.941264
9.930,415.875,0.940172
9.940,415.792,0.940113
9.950,415.824,0.935938
9.960,415.551,0.929571
9.970,415.753,0.935869
9.980,415.863,0.928245
9.990,415.492,0.859015
10.000,414.478,0.708121
