time,frequency,confidence
4.260,129.197,0.882022
4.270,130.238,0.901542
4.280,130.278,0.900977
4.290,129.800,0.894080
4.300,128.584,0.865188
4.310,127.219,0.827620
4.320,126.209,0.754936
4.330,124.847,0.720218
4.340,125.205,0.584276
4.350,125.533,0.403369
4.360,138.862,0.254685
4.370,125.721,0.079328
4.380,121.963,0.115946
4.390,122.058,0.322717
4.400,125.287,0.532560
4.410,134.865,0.363120
4.420,138.617,0.595284
4.430,136.957,0.765447
4.440,136.718,0.851677
4.450,135.559,0.907013
4.460,133.929,0.940899
4.470,132.964,0.948767
4.480,132.291,0.921662
4.490,131.440,0.923893
4.500,130.314,0.826298
4.510,129.208,0.708110
4.520,129.386,0.708260
4.530,129.539,0.790370
4.540,129.046,0.711310
4.550,126.569,0.555369
4.560,125.230,0.446473
4.570,126.136,0.515254
4.580,125.064,0.652371
4.590,123.585,0.785839
4.600,121.540,0.839652
4.610,119.666,0.849403
4.620,117.642,0.852028
4.630,116.475,0.920919
4.640,116.647,0.905698
4.650,117.328,0.881010
4.660,117.950,0.862366
4.670,118.613,0.891983
4.680,119.868,0.864079
4.690,122.361,0.801025
4.700,124.038,0.847556
4.710,122.888,0.824268
4.720,119.917,0.732504
4.730,116.766,0.804303
4.740,114.081,0.787476
4.750,111.824,0.863176
4.760,110.537,0.922696
4.770,110.194,0.947401
4.780,109.889,0.938833
4.790,109.435,0.907565
4.800,108.561,0.815149
4.810,107.639,0.610879
4.820,108.119,0.303392
4.830,134.986,0.235715
4.840,134.595,0.215213
4.850,109.135,0.421787
4.860,111.147,0.259257
4.870,116.633,0.341068
4.880,120.795,0.618235
4.890,123.272,0.853554
4.900,125.059,0.823699
4.910,127.890,0.823942
4.920,129.283,0.867200
4.930,129.581,0.895345
4.940,128.415,0.852229
4.950,125.445,0.833596
4.960,123.317,0.837166
4.970,119.485,0.761473
4.980,115.615,0.697335
4.990,113.506,0.112109
5.000,56.145,0.015391
5.010,34.444,0.130189
5.020,34.352,0.103946
5.030,165.477,0.030971
5.040,134.630,0.106798
5.050,279.107,0.367496
5.060,138.174,0.220625
5.070,134.966,0.132306
5.080,54.400,0.025670
5.090,35.409,0.130437
5.100,32.554,0.030728
5.110,52.012,0.083947
5.120,132.825,0.106578
5.130,94.247,0.588487
5.140,93.496,0.526396
5.150,92.295,0.398742
5.160,91.574,0.210165
5.170,135.612,0.536772
5.180,134.678,0.663264
5.190,135.346,0.599178
5.200,134.728,0.270842
5.210,131.354,0.080483
5.220,134.091,0.445235
5.230,121.504,0.460551
5.240,118.741,0.605902
5.250,115.540,0.659675
5.260,113.937,0.769931
5.270,113.121,0.802700
5.280,113.103,0.842130
5.290,113.315,0.846634
5.300,113.530,0.845563
5.310,113.919,0.889680
5.320,114.114,0.899599
5.330,113.873,0.878290
5.340,113.235,0.832841
